sample_id,wav_path,text,language,duration_sec,primary_emotion,secondary_emotions,intensity,reference_score,is_reference_candidate,reason,notes
MAY_0688,data/raw/wav/MAY_0688.wav,それよりもねえ、オカリナの方が当時から止まったままだと思うなあ。,ja,7.595,neutral,,2,4,True,表达完整，带有客观评价与轻微感慨，时长合适，适合作为参考。,
MAY_0689,data/raw/wav/MAY_0689.wav,バイトルモアヌのこと。,ja,3.499,neutral,,1,2,False,文本为话题引入的残句，缺乏完整语境与明确情绪。,
MAY_0690,data/raw/wav/MAY_0690.wav,あのねコミマ前だからお休みもらってるんだよ。,ja,5.461,gentle,,2,4,True,完整日常陈述句，语气自然亲切，时长适中。,
MAY_0691,data/raw/wav/MAY_0691.wav,頑張ってコスを作らなくちゃ。,ja,3.477,serious,,3,4,True,表达明确决心，语义完整独立，适合单句参考。,
MAY_0692,data/raw/wav/MAY_0692.wav,三着。えっとね、楓ちゃんと吹雪ちゃんの分、でもってルカちゃんの分。,ja,9.472,neutral,,2,2,False,时长超出建议区间，且为列举说明，依赖上下文。,
MAY_0693,data/raw/wav/MAY_0693.wav,あ、萌子さんだ。,ja,2.805,happy,,2,3,True,完整招呼句，带有轻微惊喜感，时长合适。,
MAY_0694,data/raw/wav/MAY_0694.wav,トゥトゥルー モエカさんここで何してるの?,ja,4.619,happy,,2,5,True,文本完整，时长适中，标志性问候语气轻快，情绪明确。,
MAY_0695,data/raw/wav/MAY_0695.wav,すごいんだよ。あのね、今度はね、タイムリープができるようになるかもしれないんだって。,ja,9.451,excited,,4,3,False,情绪兴奋明确，但时长偏长且含口语填充词，略降参考分。,
MAY_0696,data/raw/wav/MAY_0696.wav,オカリオカリーンその説明はねすごく回りくどくてマユシにはさっぱりなのです。,ja,10.005,teasing,,2,2,False,时长超标，依赖特定角色称呼，句子偏长且口语化，不适合独立参考。,
MAY_0698,data/raw/wav/MAY_0698.wav,萌子さん大丈夫調子悪いの?,ja,4.939,worried,,3,5,True,时长合适，关切情绪明确，句子完整独立，非常适合作参考。,
MAY_0699,data/raw/wav/MAY_0699.wav,おかりんは誰と戦ってるの?,ja,4.011,worried,,3,4,True,时长适中，疑问语气清晰，情绪明确，适合作为单句参考。,
MAY_0700,data/raw/wav/MAY_0700.wav,へえすごいね。でもね、危ないことはしちゃダメだからね。,ja,7.52,gentle,serious,2,4,True,文本完整，语气温和带有叮嘱感，时长在理想区间内。,适合提取日常关切语气
MAY_0701,data/raw/wav/MAY_0701.wav,萌香さんどうしたのかな。,ja,4.107,worried,neutral,2,4,True,表达关切与疑问，语义完整独立，时长适中。,语气自然，适合参考
MAY_0702,data/raw/wav/MAY_0702.wav,わあおかりまでおかしくなっちゃった。,ja,4.192,worried,other,2,3,True,带有惊讶与轻微担忧，句子完整，但存在转写疑点。,日常感叹语气
MAY_0703,data/raw/wav/MAY_0703.wav,まゆしは心配です。,ja,2.656,worried,,3,4,True,直接陈述担忧情绪，语义明确，时长合适。,情绪指向非常清晰
MAY_0704,data/raw/wav/MAY_0704.wav,はあああ。,ja,1.963,sad,neutral,2,2,False,仅为叹气声，时长略低于建议下限且缺乏完整语义。,高度依赖上下文，不适合单句参考
MAY_0705,data/raw/wav/MAY_0705.wav,うん大丈夫だよ。あのねまゆしいは今日はここにお泊りするのです。,ja,9.344,gentle,neutral,2,3,False,文本完整且语气安抚明确，但时长略超建议区间，故适当降分。,
MAY_0706,data/raw/wav/MAY_0706.wav,うんお父さんとお母さんにもねそう言ってあるよ。,ja,5.579,gentle,,2,4,True,时长适中，语义完整独立，语气自然平和，适合作为参考。,
MAY_0707,data/raw/wav/MAY_0707.wav,そうでもしないとゴミ間に間に合わないんだへへ。,ja,6.144,teasing,happy,3,4,True,带有明显语气词，情绪轻松俏皮，时长在理想范围内。,
MAY_0708,data/raw/wav/MAY_0708.wav,あのねクリスちゃんも一緒だからって説明したらお父さんもお母さんもそれなら安心って言ってくれたんだよ。,ja,10.837,gentle,neutral,2,2,False,句子过长且信息密集，严重超出建议时长，不适合作为单句参考。,
MAY_0709,data/raw/wav/MAY_0709.wav,うん、だってね、電話レンジちゃんの改良で大変なんでしょ?,ja,6.965,gentle,worried,2,4,True,疑问句式完整，语气关切自然，时长在理想范围内。,
MAY_0710,data/raw/wav/MAY_0710.wav,ああマユシ知ってるよきっとあれじゃないかなほら。,ja,6.251,gentle,,2,4,True,文本完整，语气自然亲切，时长合适，适合作为日常对话参考。,
MAY_0712,data/raw/wav/MAY_0712.wav,本当よかった。,ja,3.541,happy,,3,5,True,情感明确（欣慰/高兴），句子完整独立，时长完美，极适合作为参考。,
MAY_0713,data/raw/wav/MAY_0713.wav,オカリナね、まゆしいと同じで、池袋だよ。,ja,4.992,neutral,,2,4,True,陈述句结构完整，语气平稳，时长适中，适合中性语气参考。,
MAY_0714,data/raw/wav/MAY_0714.wav,おかりんも未成年なのにねえ。,ja,4.085,gentle,worried,2,4,True,语气带有轻微感叹与关切，句子完整，时长合适，适合作为柔和语气参考。,
MAY_0715,data/raw/wav/MAY_0715.wav,クリスチャンクリスチャン、オカリナね、マユシたちのこと襲うような悪い人じゃないと思うよ。,ja,9.28,serious,gentle,3,3,False,句子较长（超8秒），虽内容完整但作为单句参考音频略显冗长，建议降权。,
MAY_0716,data/raw/wav/MAY_0716.wav,だってね、まゆしいはもう十年以上の付き合いだけど、一度も襲われたことないもん。,ja,8.117,gentle,,2,3,False,文本完整，语气自然带亲昵与解释感，时长略超8秒但影响不大。,语速偏缓，适合日常对话参考。
MAY_0717,data/raw/wav/MAY_0717.wav,うんっていうかね今も人質だよ。,ja,5.035,neutral,,2,4,True,句子完整独立，语气平淡陈述，时长适中。,适合中性/日常语气参考。
MAY_0718,data/raw/wav/MAY_0718.wav,やあ、お帰り。覗きは良くないよ。,ja,5.248,teasing,,3,5,True,情绪明确带调侃意味，句子完整独立，时长完美。,适合轻快/调侃语气参考。
MAY_0719,data/raw/wav/MAY_0719.wav,そういうことされるとね、マユシエは悲しいし恥ずかしいです。,ja,7.083,embarrassed,sad,4,5,True,明确表达害羞与悲伤，文本完整，时长合适。,情绪指向清晰，适合情感类参考。
MAY_0720,data/raw/wav/MAY_0720.wav,おかり死んじゃ嫌だよ。,ja,3.04,worried,,4,4,True,情感强烈且明确，句子完整，时长在合理区间。,含昵称口误但不影响情绪表达。
MAY_0721,data/raw/wav/MAY_0721.wav,オカリ今揺れたけど下は大丈夫だった?,ja,6.389,worried,,3,4,True,文本完整，表达关心与担忧，时长适中，适合作为参考。,
MAY_0722,data/raw/wav/MAY_0722.wav,それはねえいいことだと思うな食べ物を粗末にしちゃだめだよ。,ja,7.339,gentle,serious,2,4,True,句子完整，语气温和带劝导意味，时长合适，适合参考。,
MAY_0723,data/raw/wav/MAY_0723.wav,ええと。,ja,2.101,neutral,,1,2,False,仅为语气词，缺乏完整语义与明确情绪，不适合作为参考。,
MAY_0724,data/raw/wav/MAY_0724.wav,つまりね、スーパー電話レンジちゃんを完成させるためにはどうすればいいの?,ja,8.48,serious,,3,3,False,文本完整且语义清晰，但时长略超建议上限，仍可作为参考。,
MAY_0725,data/raw/wav/MAY_0725.wav,"オカリ,オカリ,ちょっと来て。",ja,3.36,neutral,,2,4,True,句子简短完整，意图明确，时长适中，适合作为日常对话参考。,
MAY_0726,data/raw/wav/MAY_0726.wav,これをね持っててくれないかなこうしてビローンって広げて。,ja,7.541,gentle,teasing,2,4,True,句子完整，时长合适，语气自然温和，适合作为日常对话参考。,
MAY_0727,data/raw/wav/MAY_0727.wav,ビローン。,ja,1.131,other,,2,2,False,仅为拟声词，时长过短且缺乏完整语义，不适合作为独立参考。,
MAY_0728,data/raw/wav/MAY_0728.wav,うん。,ja,1.387,neutral,,1,2,False,单字应答，时长不足，信息量过低，不适合独立参考。,
MAY_0729,data/raw/wav/MAY_0729.wav,うん、ありがとう。,ja,2.464,gentle,,2,4,True,表达完整，语气礼貌温和，时长适中，适合日常感谢场景参考。,
MAY_0730,data/raw/wav/MAY_0730.wav,できたー!,ja,2.069,happy,excited,4,5,True,情绪明确积极，句子完整独立，时长完美，非常适合作为参考。,
MAY_0731,data/raw/wav/MAY_0731.wav,うんクリスちゃんより先にできたよ競争してたんだ。,ja,6.592,happy,excited,3,4,True,句子完整，表达完成比赛的开心情绪，时长合适。,
MAY_0732,data/raw/wav/MAY_0732.wav,引き分けだね。,ja,2.197,neutral,,2,4,True,短句完整，陈述比赛结果，语气平稳，适合作为中性参考。,
MAY_0733,data/raw/wav/MAY_0733.wav,帽子付き電話レンジちゃん。,ja,2.443,gentle,,2,3,True,带昵称的名词短语，语气偏可爱温和，但语义较独立。,
MAY_0734,data/raw/wav/MAY_0734.wav,うんと。,ja,2.368,neutral,,1,2,False,仅为语气词/附和，缺乏完整语义，不适合作为独立参考。,
MAY_0735,data/raw/wav/MAY_0735.wav,タイムリープマシンがいいと思います。,ja,3.243,serious,,3,5,True,完整陈述句，表达明确建议，语气认真，时长理想。,
MAY_0736,data/raw/wav/MAY_0736.wav,帽子付き電話レンジちゃんとね、すごく迷ったけど。,ja,5.675,neutral,,2,4,True,句子完整，时长在理想区间内，情绪平稳自然。,
MAY_0737,data/raw/wav/MAY_0737.wav,えへへ。,ja,1.131,happy,,2,2,False,时长不足2秒且仅为拟声词，缺乏完整语义。,
MAY_0738,data/raw/wav/MAY_0738.wav,マユシもわかないよ。,ja,3.051,neutral,,2,4,True,语义完整清晰，时长适中，适合作为单句参考。,
MAY_0739,data/raw/wav/MAY_0739.wav,ああそうだったねへへへ。,ja,3.232,happy,,3,4,True,包含明确的情绪表达与完整语义，时长合适。,
MAY_0741,data/raw/wav/MAY_0741.wav,うわー。,ja,1.493,excited,,3,2,False,仅为感叹词，时长过短且高度依赖上下文。,
MAY_0742,data/raw/wav/MAY_0742.wav,おお。,ja,1.6,neutral,,1,1,False,文本仅为单字感叹词，语义不完整且时长不足2秒。,
MAY_0743,data/raw/wav/MAY_0743.wav,結局どっち。,ja,3.093,serious,,2,4,True,疑问句结构完整，语气明确，时长适中。,
MAY_0744,data/raw/wav/MAY_0744.wav,ねえねえ。,ja,1.483,happy,,2,2,False,重复呼唤词缺乏完整语义，时长偏短。,
MAY_0745,data/raw/wav/MAY_0745.wav,まゆしいはね、難しいことはよくわかんないけど。,ja,5.387,gentle,,2,5,True,口语化表达自然完整，语气柔和，时长处于理想区间。,
MAY_0746,data/raw/wav/MAY_0746.wav,例えばね、マユシーの買ってきたバナナをタイムリープさせるのはどうかな。,ja,7.936,teasing,,3,4,True,提议句式完整，带有轻松调侃意味，时长接近上限但可接受。,
MAY_0747,data/raw/wav/MAY_0747.wav,ああそっかそれじゃあダメだね。,ja,4.725,neutral,worried,2,4,True,文本完整独立，语气自然带轻微遗憾，时长适中，适合作为日常对话参考。,
MAY_0748,data/raw/wav/MAY_0748.wav,トゥトゥルー ただいま。,ja,3.2,happy,excited,3,5,True,情绪明快活泼，带有拟声词，文本完整且时长理想，非常适合参考。,
MAY_0749,data/raw/wav/MAY_0749.wav,お帰りお帰り。,ja,2.197,gentle,happy,2,4,True,文本简短完整，情绪温和欢迎，时长略短但仍在可用范围内。,
MAY_0750,data/raw/wav/MAY_0750.wav,フェリスちゃんやルカちゃんにもね声をかけたんだけど今日は無理って言われちゃった。,ja,9.024,neutral,sad,2,2,False,句子较长且时长超出建议区间，信息量偏大，不适合作为单句短参考。,
MAY_0751,data/raw/wav/MAY_0751.wav,フェリスちゃんは今日はライネットの大会。,ja,4.277,neutral,,1,2,False,文本像上下文衔接的半句，缺乏独立完整语义，依赖前文语境。,
MAY_0752,data/raw/wav/MAY_0752.wav,あとねルカちゃんはなんだか恥ずかしそうにしてたよ。,ja,5.904,gentle,neutral,2,4,True,句子完整，时长适中，语气自然日常，适合作为参考。,
MAY_0753,data/raw/wav/MAY_0753.wav,恥ずかしいんだって可愛いは正義なのに。,ja,5.176,teasing,happy,3,4,True,带有轻松调侃意味，语义完整，时长符合标准。,
MAY_0754,data/raw/wav/MAY_0754.wav,クリスチャンもね可愛いよね。,ja,4.024,happy,,2,4,True,简短肯定句，情绪积极明确，时长标准。,
MAY_0755,data/raw/wav/MAY_0755.wav,ねえねえ、今度のコミマに出てみない?,ja,4.464,excited,happy,3,5,True,邀请句式完整，情绪积极明确，时长完美，非常适合作为参考。,
MAY_0757,data/raw/wav/MAY_0757.wav,着るだけでいいよ。でもね、そのうちみんなに見てもらいたくなるよ。コスプレにはそうさせる魔物さんが住んでるんだ。,ja,11.28,gentle,teasing,3,2,False,时长明显超出建议区间，包含多句复合语义，不适合作为单句参考。,建议拆分后使用
MAY_0758,data/raw/wav/MAY_0758.wav,そういえばクリスちゃんっていつも可愛い制服着てるよね。でもこんな制服都内にあったっけ?,ja,11.552,neutral,,2,2,False,时长超过8秒，信息密度偏低，不适合作为单句参考。,
MAY_0760,data/raw/wav/MAY_0760.wav,明日コス持ってくるね。そしたら試着してくれる?,ja,5.504,gentle,,3,4,True,时长适中，语义完整，语气自然友好，适合参考。,
MAY_0761,data/raw/wav/MAY_0761.wav,大丈夫だよ。,ja,1.824,gentle,,2,2,False,时长不足2秒，语音特征提取不充分。,
MAY_0762,data/raw/wav/MAY_0762.wav,クリスちゃんは知らないかもだけどね。去年ぐらいにこんな言葉が流行ったんだよ。,ja,7.192,neutral,,2,4,True,时长在推荐区间内，陈述语气平稳完整，适合作为参考。,
MAY_0763,data/raw/wav/MAY_0763.wav,パンツじゃないから恥ずかしくないもんって。,ja,3.632,teasing,,3,4,True,时长合适，带有明显的调侃语气，情绪特征清晰。,
MAY_0764,data/raw/wav/MAY_0764.wav,絶対来てね。絶対だよ。,ja,3.12,gentle,serious,3,4,True,文本完整独立，语气恳切，时长在理想区间内。,
MAY_0765,data/raw/wav/MAY_0765.wav,お帰り。,ja,1.424,gentle,,2,2,False,时长不足2秒，信息量较少，不适合作为独立参考。,
MAY_0766,data/raw/wav/MAY_0766.wav,二人を止めて。,ja,1.952,worried,serious,3,2,False,时长略低于建议下限，且情境依赖较强。,
MAY_0767,data/raw/wav/MAY_0767.wav,もう。,ja,1.928,teasing,embarrassed,2,1,False,文本为语气词，缺乏完整语义，高度依赖上下文。,
MAY_0768,data/raw/wav/MAY_0768.wav,二人とも聞いて。マユシーはね、喧嘩は嫌いなのです。仲良くしようよ。,ja,9.728,gentle,serious,3,3,False,语义完整且情绪明确，但时长超出建议上限，需适当裁剪。,
MAY_0769,data/raw/wav/MAY_0769.wav,ねえねえ、オカリ。,ja,2.432,teasing,,2,4,True,文本完整，为日常呼唤，语气轻松自然，时长合适。,适合做日常打招呼参考。
MAY_0770,data/raw/wav/MAY_0770.wav,なんだかね、ここ何週間かですごく賑やかになったね。,ja,6.888,happy,gentle,3,5,True,句子完整独立，表达愉悦感慨，时长极佳，非常适合作为参考。,语速适中，情绪稳定。
MAY_0771,data/raw/wav/MAY_0771.wav,楽しいね。,ja,1.76,happy,,3,3,False,情绪明确但时长偏短，略低于建议区间下限。,适合短促情绪参考。
MAY_0772,data/raw/wav/MAY_0772.wav,あのね、ダボメンが八人に増えたでしょ?ちょっと狭くなってきたなってマユシは思うんだ。,ja,10.248,worried,neutral,2,2,False,句子偏长超出建议时长，且含口语引导词，单句参考适配度较低。,需拆分或降权。
MAY_0773,data/raw/wav/MAY_0773.wav,まずね、椅子が足りないのです。,ja,3.416,serious,,3,4,True,陈述明确，时长合适，语气认真，适合作为说明类参考。,适合说明类语气参考。
MAY_0774,data/raw/wav/MAY_0774.wav,買ってこなくちゃだよ。オカリナお金ある?,ja,4.92,neutral,gentle,2,4,True,文本完整独立，时长适中，日常对话语气明确。,偏日常交流，情绪平稳自然。
MAY_0775,data/raw/wav/MAY_0775.wav,んじゃあマユシのバイト代もちょっと出していいよ。,ja,5.438,gentle,neutral,2,4,True,句子完整，时长合适，语气自然温和。,适合日常温和语气参考。
MAY_0776,data/raw/wav/MAY_0776.wav,あとはね、電子レンジ新しいの買わないとジューシー唐揚げナンバーワンが温められないよ。,ja,11.104,neutral,,2,2,False,文本完整但时长明显超出建议区间，不适合作为短参考音频。,句子较长，包含多个意群，可能影响单句推理效果。
MAY_0777,data/raw/wav/MAY_0777.wav,イスト電子レンジの代金とちょっぴり上がっちゃったお家賃を払えるくらいはもらえるかな。,ja,10.184,neutral,worried,2,2,False,时长过长，超出推荐范围，降低参考适配度。,句子结构较长，语速可能较慢。
MAY_0778,data/raw/wav/MAY_0778.wav,そうなんだ。よかったね、おかり。,ja,3.904,happy,gentle,3,5,True,时长完美，情绪明确（欣慰/高兴），独立成句，极适合作参考。,语气自然，情感表达清晰。
MAY_0779,data/raw/wav/MAY_0779.wav,だってお友達たくさんできたもん。,ja,4.272,happy,gentle,3,4,True,文本完整，语气带有开心与自豪，时长合适。,
MAY_0781,data/raw/wav/MAY_0781.wav,春の頃はおカリはとっても寂しそうだったけど。,ja,5.496,sad,gentle,2,2,False,句末为转折接续词，语义依赖上下文，不适合作为独立参考。,
MAY_0782,data/raw/wav/MAY_0782.wav,もう大丈夫だね。,ja,2.298,gentle,,2,5,True,文本简短完整，安抚语气明确，时长适中，非常适合作参考。,
MAY_0783,data/raw/wav/MAY_0783.wav,まゆしが人質じゃなくても。,ja,3.936,serious,worried,2,2,False,句末为条件接续词，语义不完整，强依赖上下文。,
MAY_0784,data/raw/wav/MAY_0784.wav,本当だ家に電話しなくちゃ。,ja,4.056,worried,serious,3,4,True,表达突发意识与紧迫感，语义完整独立，时长合适。,
MAY_0785,data/raw/wav/MAY_0785.wav,萌香さん、これって。,ja,3.832,neutral,,2,2,False,句子未说完，带有明显停顿，高度依赖上下文。,时长合适但文本残缺。
MAY_0786,data/raw/wav/MAY_0786.wav,ね、ねえ、萌香さんはラブメン仲間だよね。,ja,8.512,gentle,worried,3,3,False,句子完整，带有轻微犹豫的确认语气，情绪明确。,时长略超8秒上限，但仍在可用范围。
MAY_0788,data/raw/wav/MAY_0788.wav,お帰り。,ja,1.029,gentle,,2,2,False,时长明显过短，仅为日常问候，缺乏情绪表现空间。,适合短提示音，不适合作为主参考。
MAY_0789,data/raw/wav/MAY_0789.wav,ぽっかり。,ja,2.325,other,,1,1,False,仅为拟态词，非完整语句，无法独立表达明确情绪。,文本信息量过低。
MAY_0791,data/raw/wav/MAY_0791.wav,もう大丈夫だね。,ja,3.077,gentle,,3,5,True,时长适中，句子完整，安抚语气明确，极适合作参考。,
MAY_0792,data/raw/wav/MAY_0792.wav,マユシが人質じゃなくても。,ja,4.075,serious,,2,2,False,句子为条件状语从句，语义不完整，高度依赖上下文。,时长合适但文本残缺，不适合作为独立参考。
MAY_0793,data/raw/wav/MAY_0793.wav,ああ。,ja,1.893,neutral,,1,1,False,仅为简短语气词，时长不足2秒，缺乏明确语义与情绪指向。,
MAY_0794,data/raw/wav/MAY_0794.wav,そっか。,ja,3.403,gentle,neutral,2,4,True,语义完整，表达理解或回应，情绪温和明确，时长适中。,适合作为日常对话参考。
MAY_0795,data/raw/wav/MAY_0795.wav,まゆしは人質なんだね。,ja,4.987,worried,serious,3,5,True,完整陈述句，情绪明确（担忧/确认），独立性强，时长理想。,适合作为陈述句参考。
MAY_0796,data/raw/wav/MAY_0796.wav,じゃあしょうがないね。,ja,4.923,gentle,neutral,2,5,True,完整表达接受与无奈，情绪自然明确，适合作为单句参考。,语气自然，适合日常参考。
MAY_0797,data/raw/wav/MAY_0797.wav,もう大丈夫だね。,ja,3.755,gentle,,2,5,True,文本完整，语气安抚，时长适中，非常适合作为参考。,
MAY_0798,data/raw/wav/MAY_0798.wav,トゥルル、ただいま。,ja,3.189,happy,teasing,3,4,True,日常回家问候，情绪轻松愉快，时长合适。,含拟声词，带俏皮感。
MAY_0799,data/raw/wav/MAY_0799.wav,オカリ、オカリ。,ja,2.053,other,,2,2,False,仅为重复称呼，缺乏完整句意，情绪指向不够明确。,适合作为语气补充，不宜作为主参考。
MAY_0800,data/raw/wav/MAY_0800.wav,フェリスちゃんやルカちゃんにもね声をかけたんだけど、今日は無理って言われちゃった。,ja,8.923,neutral,sad,2,3,False,语义完整但略超建议时长，适合日常对话参考。,句子较长，需注意呼吸断句。
MAY_0801,data/raw/wav/MAY_0801.wav,フェリスちゃんは今日はラインネットの大会。,ja,4.624,neutral,,2,4,True,陈述句信息完整，时长适中，情绪平稳。,适合作为中性说明语气参考。
MAY_0802,data/raw/wav/MAY_0802.wav,あとねルカちゃんはなんだか恥ずかしそうにしてたよ。,ja,6.416,teasing,,2,4,True,句子完整，时长合适，带有轻松观察与调侃语气。,
MAY_0803,data/raw/wav/MAY_0803.wav,恥ずかしいんだって可愛いは正義なのに。,ja,5.488,happy,,3,4,True,语义完整，语气俏皮，情绪明确且时长适中。,
MAY_0804,data/raw/wav/MAY_0804.wav,クリスチャンもね、可愛いよね。,ja,4.0,gentle,,2,4,True,简短完整，语气温和肯定，适合参考。,
MAY_0805,data/raw/wav/MAY_0805.wav,ねえねえ今度のコミマに出てみない。,ja,4.464,excited,,3,5,True,邀请句式情绪积极明确，时长完美，极适合作为参考。,
MAY_0807,data/raw/wav/MAY_0807.wav,着るだけでいいよ。でもね、そのうちみんなに見てもらいたくなるよ。コスプレにはそうさせる魔物さんが住んでるんだ。,ja,11.536,gentle,,3,2,False,时长明显超出建议区间，且为多句复合表达，不适合作为单句参考。,
MAY_0808,data/raw/wav/MAY_0808.wav,そういえばクリスちゃんっていつも可愛い制服着てるよね。でもこんな制服都内にあったっけ?,ja,11.12,neutral,,2,2,False,时长超出推荐区间，且为闲聊式长句，泛用性较低。,建议拆分或仅用于长句参考
MAY_0810,data/raw/wav/MAY_0810.wav,明日コス持ってくるね。そしたら試着してくれる?,ja,5.696,gentle,happy,3,4,True,时长适中，语义完整，语气自然友好，适合作为单句参考。,
MAY_0811,data/raw/wav/MAY_0811.wav,大丈夫だよ。,ja,1.904,gentle,,2,3,False,时长略短于推荐下限，情绪表达较单一，信息量不足。,虽短但常用，可作为补充
MAY_0812,data/raw/wav/MAY_0812.wav,クリスちゃんは知らないかもだけどね、去年ぐらいにこんな言葉が流行ったんだよ。,ja,7.376,neutral,,2,4,True,时长合适，句子完整，语气平稳自然，适合参考。,
MAY_0813,data/raw/wav/MAY_0813.wav,パンツじゃないから恥ずかしくないもんって。,ja,3.984,teasing,embarrassed,3,3,False,文本带有特定语境依赖，情绪偏向特定情境，泛用性一般。,需注意演绎风格是否匹配
MAY_0814,data/raw/wav/MAY_0814.wav,絶対来てね。絶対だよ。,ja,3.248,serious,worried,3,5,True,文本完整，语气恳切明确，时长适中，非常适合作为参考。,
MAY_0815,data/raw/wav/MAY_0815.wav,お帰り。,ja,1.488,gentle,,2,2,False,时长明显偏短，情绪表达较单一，不适合作为高质量参考。,
MAY_0816,data/raw/wav/MAY_0816.wav,二人を止めて。,ja,2.08,worried,serious,3,3,True,文本完整且情绪明确，但略有上下文依赖，时长合适。,
MAY_0817,data/raw/wav/MAY_0817.wav,もう。,ja,1.984,teasing,embarrassed,2,1,False,文本过短且为独立语气词，高度依赖语境，不适合参考。,
MAY_0818,data/raw/wav/MAY_0818.wav,二人とも聞いて。マユシはね、喧嘩は嫌いなのです。仲良くしようよ。,ja,10.656,gentle,serious,3,2,False,文本完整情绪明确，但时长明显超出建议区间，不适合作为单句参考。,
MAY_0819,data/raw/wav/MAY_0819.wav,ねえねえ、オカリ。,ja,2.512,teasing,,2,3,False,文本为简短呼唤，情绪依赖上下文，独立参考价值有限。,
MAY_0820,data/raw/wav/MAY_0820.wav,なんだかねえここ何週間ですごく賑やかになったね。,ja,6.544,happy,gentle,3,5,True,句子完整，时长适中，情绪明朗自然，非常适合作为参考。,
MAY_0821,data/raw/wav/MAY_0821.wav,楽しいね。,ja,1.84,happy,,3,3,False,时长低于2秒下限，文本过短不利于声学特征稳定提取。,
MAY_0822,data/raw/wav/MAY_0822.wav,あのね、ダボメンが八人に増えたでしょ?ちょっと狭くなってきたなってマユシは思うんだ。,ja,9.472,neutral,worried,2,3,False,时长超过8秒上限，且包含较多叙述与语气词，单句参考适配度较低。,
MAY_0823,data/raw/wav/MAY_0823.wav,まずね椅子が足りないのです。,ja,3.824,serious,,2,4,True,时长在理想区间内，语义完整清晰，语气平稳明确。,
MAY_0824,data/raw/wav/MAY_0824.wav,買ってこなくちゃだよ。オカリナお金ある?,ja,4.64,neutral,,2,4,True,文本完整独立，时长适中，日常询问语气清晰。,偏日常交流，适合作为基础语气参考。
MAY_0825,data/raw/wav/MAY_0825.wav,んじゃあまゆしいんのバイト代もちょっと出していいよ。,ja,5.36,gentle,,2,4,True,句子结构完整，时长符合标准，语气自然体贴。,带有商量与让步口吻。
MAY_0826,data/raw/wav/MAY_0826.wav,あとはね電子レンジ新しいの買わないとジューシー唐揚げナンバーワンが温められないよ。,ja,10.496,neutral,,2,2,False,时长明显超出建议区间，句子偏长且信息密度高。,语速可能较慢或含较多停顿，不适合作为短参考。
MAY_0827,data/raw/wav/MAY_0827.wav,オカリ、大丈夫元気ないよ。,ja,5.328,worried,,3,5,True,情绪指向明确（关心/担忧），时长完美，文本独立完整。,高质量单句参考候选。
MAY_0828,data/raw/wav/MAY_0828.wav,体調良くないのかな。だったらね、休まなきゃ。横になる?膝枕してあげるよ。,ja,10.912,gentle,,3,2,False,时长过长且为多句连续表达，上下文依赖较强。,虽情感丰富但长度不符合单句参考筛选标准。
MAY_0829,data/raw/wav/MAY_0829.wav,本当だ家に電話しなくちゃ。,ja,4.416,worried,serious,3,5,True,文本完整，表达明确的紧迫感与担忧，时长处于最佳区间。,
MAY_0830,data/raw/wav/MAY_0830.wav,モエカさん、これって。,ja,3.664,neutral,worried,2,2,False,句子为残句，语义不完整，高度依赖上下文。,
MAY_0831,data/raw/wav/MAY_0831.wav,ねえ萌香さんはラブ面仲間だよね。,ja,9.152,teasing,happy,3,3,False,文本完整且情绪明确，但时长略超推荐上限。,
MAY_0833,data/raw/wav/MAY_0833.wav,おっかり。,ja,1.936,other,,2,2,False,时长过短且为独立感叹词，缺乏完整语义结构。,
MAY_0834,data/raw/wav/MAY_0834.wav,ははは。,ja,1.12,happy,,2,1,False,纯笑声无实际语义，时长过短，不适合作为语音推理参考。,
MAY_0835,data/raw/wav/MAY_0835.wav,トゥトゥルー マイユシーです。,ja,2.992,happy,,3,4,True,文本为带拟声词的完整开场白，情绪轻快明确，时长在理想区间内。,适合作为活泼/打招呼语气的参考。
MAY_0836,data/raw/wav/MAY_0836.wav,ただいま電話に出ることができません。,ja,3.728,neutral,,2,4,True,标准电话应答提示，语义完整独立，语气平稳，适合作为中性参考。,无
MAY_0837,data/raw/wav/MAY_0837.wav,ピーってなったら伝言どうぞ。,ja,3.723,neutral,,2,4,True,完整的语音信箱提示语，语义清晰，时长适中，适合中性/礼貌语气参考。,与上一条可能为连续语音，但单句本身完整可用。
MAY_0838,data/raw/wav/MAY_0838.wav,お帰り。そんなに急いでどこいくの?,ja,4.736,gentle,worried,3,5,True,日常问候与疑问结合，文本完整自然，情感清晰，非常适合作为交互参考。,包含问候与关切疑问，适合日常对话场景。
MAY_0839,data/raw/wav/MAY_0839.wav,わあわあわあ。,ja,1.547,sad,,4,2,False,时长明显不足2秒，且为纯拟声词缺乏完整语义，不适合作为常规语音参考。,仅适合特殊音效或情绪爆发片段。
MAY_0840,data/raw/wav/MAY_0840.wav,ま、ま待って荷物が。,ja,3.189,worried,,3,3,False,文本为中断残句，情绪焦急但完整性不足。,
MAY_0841,data/raw/wav/MAY_0841.wav,ええなんで。,ja,2.475,other,,2,2,False,句子极短且高度依赖上下文，情绪指向模糊。,
MAY_0842,data/raw/wav/MAY_0842.wav,ねえどこ行くの。,ja,3.861,worried,,2,4,True,句子完整，语气带有轻微关切，时长适中，适合参考。,
