voice_file,asr_text
MAY_0820.OGG,なんだかねえここ何週間ですごく賑やかになったね。
MAY_0821.OGG,楽しいね。
MAY_0822.OGG,あのね、ダボメンが八人に増えたでしょ？ちょっと狭くなってきたなってマユシは思うんだ。
MAY_0823.OGG,まずね椅子が足りないのです。
MAY_0824.OGG,買ってこなくちゃだよ。オカリナお金ある？
MAY_0825.OGG,んじゃあまゆしいんのバイト代もちょっと出していいよ。
MAY_0826.OGG,あとはね電子レンジ新しいの買わないとジューシー唐揚げナンバーワンが温められないよ。
MAY_0827.OGG,オカリ、大丈夫元気ないよ。
MAY_0828.OGG,体調良くないのかな。だったらね、休まなきゃ。横になる？膝枕してあげるよ。
MAY_0829.OGG,本当だ家に電話しなくちゃ。
MAY_0830.OGG,モエカさん、これって。
MAY_0831.OGG,ねえ萌香さんはラブ面仲間だよね。
MAY_0832.OGG,え。
MAY_0833.OGG,おっかり。
MAY_0834.OGG,ははは。
MAY_0835.OGG,トゥトゥルー マイユシーです。
MAY_0836.OGG,ただいま電話に出ることができません。
MAY_0837.OGG,ピーってなったら伝言どうぞ。
MAY_0838.OGG,お帰り。そんなに急いでどこいくの？
MAY_0839.OGG,わあわあわあ。
MAY_0840.OGG,ま、ま待って荷物が。
MAY_0841.OGG,ええなんで。
MAY_0842.OGG,ねえどこ行くの。
MAY_0843.OGG,少しね、休んだ方がいいんじゃないかな。
MAY_0844.OGG,でもね、オカリすごい汗だよ。運動苦手なのにね。無理すると。
MAY_0845.OGG,どうしたんだろうね。
MAY_0846.OGG,おかり、この人たち知り合い？
MAY_0847.OGG,おかえりどこに行くの？
MAY_0848.OGG,なに、いったいどうなって。
MAY_0849.OGG,トトロまよしいです。
MAY_0850.OGG,ただいま電話に出ることができません。
MAY_0851.OGG,ピーってなったら天候どうぞ。
MAY_0852.OGG,トゥトゥルウ、まゆしいです。おかりんどうしたの？
MAY_0853.OGG,うん、そうだよ。
MAY_0854.OGG,えなんで。
MAY_0855.OGG,あー オカリ。
MAY_0856.OGG,もしかしてオカリナも援護に来てくれたの。
MAY_0857.OGG,ルカちゃんにコスを着てもらうためのね説得だよ。
MAY_0858.OGG,ねえオカリルカちゃんを説得するいい方法何かないかな。
MAY_0859.OGG,マユシイにはルカちゃん攻略法がもう思いつきません。
MAY_0860.OGG,ええどういうこと。
MAY_0861.OGG,どうで旅行かな。
MAY_0862.OGG,オカリ、遠出ってどこ行くの？どうして急に？
MAY_0863.OGG,え、どういうこと？
MAY_0864.OGG,う、うん。
MAY_0865.OGG,お帰り。マユシはなんだか怖いよ。
MAY_0866.OGG,どこ行くの。
MAY_0867.OGG,マユシは置いていかれたくないな。
MAY_0868.OGG,そんなこと言っちゃやだよ。絶対戻ってきてね。でないとマユシは何かなんだか。
MAY_0869.OGG,うん。
MAY_0870.OGG,あのねおっかり、マヨシは聞きたいこといっぱいあるけど今は我慢しとくね。
MAY_0871.OGG,その代わり終わったらね全部聞かせてほしいです。
MAY_0872.OGG,ふぶきちゃんからメールがあってね、マユシーのコスにちょっと問題発生しちゃってたのです。糸がほつれてるところがあったんだ。
MAY_0873.OGG,それを直しに。
MAY_0874.OGG,住んでるっていうかね、今ちょうど U P X のスタベマできてたのです。
MAY_0875.OGG,今日のパーティー。
MAY_0876.OGG,中止になったけど絶対にいつか。
MAY_0877.OGG,ジューシー唐揚げナンバーワン。
MAY_0878.OGG,え。
MAY_0879.OGG,ああ。
MAY_0880.OGG,なんのこと。
MAY_0881.OGG,オカリ。
MAY_0882.OGG,ああ！
MAY_0883.OGG,お帰りお帰りちょっと来て。
MAY_0884.OGG,これをね持っててくれないかなこうしてピローンって広げて。
MAY_0885.OGG,ビローン。
MAY_0886.OGG,うん。
MAY_0887.OGG,うん、ありがとう。
MAY_0888.OGG,うんできたー。
MAY_0889.OGG,クリスちゃんより先にできたよ。競争してたんだ。
MAY_0890.OGG,何が問題なのかな完成したんじゃないの。
MAY_0891.OGG,ああお帰りお帰り鈴さんも一緒だったんだね。
MAY_0892.OGG,やっぱりねスーパー電話レンジちゃんの完成祝いはするべきだよ。
MAY_0893.OGG,ということで、だるくんと二人で買い出ししてね、帰ってきたの。
MAY_0894.OGG,えー オカリ付き合い悪いよ。
MAY_0895.OGG,すずさん元気ないけどどうかしたの?
MAY_0896.OGG,まゆしいも聞きたいよ。
MAY_0897.OGG,でもすずさん落ち込んでるみたいだし、なんだかね、まゆしいは心配なのです。
MAY_0898.OGG,鈴さんは何年生まれなの？
MAY_0899.OGG,七年後なんだ。まだ生まれてないのにここにいるんだね。うん？ええと。
MAY_0900.OGG,ディストピア？
MAY_0901.OGG,それは困るよ。まゆしいはバナナ大好きなのに。
MAY_0902.OGG,じゃあお父さんを探してるっていうのはあれは嘘だったのかな。
MAY_0903.OGG,わあ、ハモったー。
MAY_0904.OGG,えっとなんで二千年と千九百九十一年なの。
MAY_0905.OGG,事件。
MAY_0906.OGG,今年って何か大きな事件起きたかな。
MAY_0907.OGG,あそっかあそうだよねすごい。
MAY_0908.OGG,衣装ってどういうこと？
MAY_0909.OGG,あれじゃないかなクリスちゃんが死んじゃったっていうおかりんのメール。
MAY_0910.OGG,まゆしいはね平泳ぎが得意だよ。
MAY_0911.OGG,そうだよ。タイムマシンならね、時間はあんまり関係ないもん。
MAY_0912.OGG,まゆしいは腹ペコです。
MAY_0913.OGG,わあオカリこんな大金どうするの。
MAY_0914.OGG,ちょっと待って待って。
MAY_0915.OGG,ねえねえみんなもう一つ忘れてるよ。
MAY_0916.OGG,鈴さんのお父さんは今はどこにいるの?
MAY_0917.OGG,どうでもよくないよ。それにタイムマシンを直すのに時間かかるんでしょう。だったらその間、まゆしいはすずさんのお父さんを探そうかなと思って。
MAY_0918.OGG,どう？
MAY_0919.OGG,わあオカリんってばダメなんだよ。約束はねちゃんと守らなきゃ。
MAY_0920.OGG,この前約束したでしょ鈴さんのお父さんはみんなで探そうって。
MAY_0921.OGG,あのね、すずさんがここに来たのはね、使命とかもあるけど、やっぱりお父さんに会いたかったからかなって思って。
MAY_0922.OGG,もしそうならマユシーは合わせてあげたいです。
MAY_0923.OGG,ああ外国人さん。
MAY_0924.OGG,ピンバッジ。
MAY_0925.OGG,なんか書いてあるよ。
MAY_0926.OGG,でもでもこれはきっとヒントになるよ。
MAY_0927.OGG,というわけで鈴さんのお父さん探しに賛成の人。
MAY_0928.OGG,おかりんありがとう。
MAY_0929.OGG,それでいいの。
MAY_0930.OGG,どぅどぅるー まゆしいでーす。
MAY_0931.OGG,えっとね駅の前だよ。
MAY_0932.OGG,うん、わかった。
MAY_0933.OGG,お願いします。お願いします。ご協力よろしくお願いします。
MAY_0934.OGG,先日誘拐事件が起きました。このピンバッジをつけた犯人を探してます。ご協力よろしくお願いいたします。
MAY_0935.OGG,あっ大谷鈴さんあのねちょうど聞きたいことがあったんだ。
MAY_0936.OGG,バレルタイターさんのバレルってどういう意味なのかな。
MAY_0937.OGG,でもでも本名じゃないんだよね。
MAY_0938.OGG,どうしてバレル大頭さんなのかな。鈴さんはなんでジョンさんって名前にしたの？
MAY_0939.OGG,バレルさんはありがちじゃないよ。
MAY_0940.OGG,そのチラシどうかなあ。結構な力作だと思うんだ。
MAY_0941.OGG,マユシのアイデアなのです。この方がね、みんな「おっ」って思ってくれるかなと思って。
MAY_0942.OGG,いい作戦だと思わないかなあ。えっとね、作戦名はマユシチラシで大勝利で。
MAY_0943.OGG,うわー。
MAY_0944.OGG,おかり鈴さんごめんねマユシが足を引っ張っちゃって。
MAY_0945.OGG,ねえねえオカリ、あの人工衛星がタイムマシンだったなんてびっくりしたね。
MAY_0946.OGG,ビルに突き刺さっちゃってるけど、すずさんが無事で良かったね。
MAY_0947.OGG,あれって操作がとっても難しいんだって。
MAY_0948.OGG,重力うんたらかんたら装置の座標がちょっとでもずれるとね、タイムマシンごとゼリーまんになっちゃってプルンプルンかなんだそうです。
MAY_0949.OGG,しかもね、あのタイムマシンってセルン製じゃないから、あんまり安定してないって。
MAY_0950.OGG,千九百七十五年に行くときが心配だな。
MAY_0951.OGG,二人乗りだったらね、一緒に行ってあげられたのにね。
MAY_0952.OGG,決まってるよ。すずさんの手をぎゅって握ってね。大丈夫、まゆしが一緒だから大丈夫だよって応援してあげるの。
MAY_0953.OGG,ねえねえオカリあのタイムマシンって名前はついてるのかな。
MAY_0954.OGG,ああそうだね。まゆしいっかりしてたよ。
MAY_0955.OGG,うん、名前あった。
MAY_0956.OGG,F G二丸四なんとかなんとかだって。
MAY_0957.OGG,ていうかねダルくんと鈴さんって結構お似合いだと思わない?
MAY_0958.OGG,ああ、そっかあ。うん、そうなのかなあ。
MAY_0959.OGG,うん？あのね、もう二着はできてるよ。楓ちゃんと吹雪ちゃんの分。
MAY_0960.OGG,うんそうなんだけどねルカちゃんが説得できなかったから今回は諦めたの。
MAY_0961.OGG,ねえねえ、まゆしいもタイムマシンもっとよく見てきていいかな。
MAY_0962.OGG,はーい。
MAY_0963.OGG,ねえねえオカリあの人工衛星がタイムマシンだったなんてびっくりしたね。
MAY_0964.OGG,ビルに突き刺さっちゃってるけど、すずさんが無事でよかったね。
MAY_0965.OGG,あれって操作がとっても難しいんだって。
MAY_0966.OGG,重力うんたらかんたら装置の座標がちょっとでもずれるとね、タイムマシンごとゼリーマンになっちゃってプルンプルン化なんだそうです。
MAY_0967.OGG,しかもね、あのタイムマシンってセル製じゃないから、あんまり安定してないって。
MAY_0968.OGG,千九百七十五年に行くときが心配だな。
MAY_0969.OGG,二人乗りだったらね、一緒に行ってあげられたのにね。
MAY_0970.OGG,決まってるよ。すずさんの手をぎゅって握ってね。大丈夫。まゆしいが一緒だから大丈夫だよって応援してあげるの。
MAY_0971.OGG,ねえねえお帰り。あのタイムマシンって名前はついてるのかな。
MAY_0972.OGG,ああそうだね、まゆしゆっかりしてたよ。
MAY_0973.OGG,うん、名前合った。
MAY_0974.OGG,F G二まる四なんとかなんとかだって。
MAY_0975.OGG,っていうかねダルくんと鈴さんって結構お似合いだと思わない？
MAY_0976.OGG,ああそっか。うんそうなのかな。
MAY_0977.OGG,ねえねえ、まゆしいもタイムマシンもっとよく見てきていいかな。
MAY_0978.OGG,マユシイたちのこと忘れちゃイヤだよ。
MAY_0979.OGG,ああそれすごくいいかもだよ。
MAY_0980.OGG,はいはいパンパカパーンここでマユシから重大な発表があります。
MAY_0981.OGG,マユシはですね、鈴さんのお父さん見つけました。
MAY_0982.OGG,会いたい。会いたいよね。というわけで、今日はお父さんに来ていただいてます。
MAY_0983.OGG,それでは発表します。すずさんのお父さんは。
MAY_0984.OGG,るるるるるるるるるるるるるるるるるるるる。
MAY_0985.OGG,ジャグジャグ！すずさんのお父さんは。
MAY_0986.OGG,だるくんです。
MAY_0987.OGG,もうみんなダルくんに冷たいよ。
MAY_0988.OGG,うん、あ。
MAY_0989.OGG,あのねマユシの推理だとダルくんは絶対にスズさんのお父さんなの。
MAY_0990.OGG,ピンバッチに書いてある文字のことをね、ずっと考えてたんだ。
MAY_0991.OGG,でね、じーって見てたら、七〇一〇の七の部分がちょっと変だなって気づいて。
MAY_0992.OGG,これはね七じゃなくて二なんだよ下の横棒が掠れて消えちゃってるだけ。
MAY_0993.OGG,デジカメで撮った画像を拡大するとね、気づくよ。
MAY_0994.OGG,簡単だよ。
MAY_0995.OGG,岡部椎名橋田牧瀬デモテアマネ。
MAY_0996.OGG,二千十年っていったら何かなって考えたらねラブ面の年だって思って。
MAY_0997.OGG,未来ガジェット研究所ができたのは今年だもん。
MAY_0998.OGG,でね、鈴さんから聞いた未来の話にはオカリとクリスチャンの話は出てくるけど、ダルくんの話はちっとも出てこなかったでしょ？
MAY_0999.OGG,マユシイはラボメンだけどタイムマシンは作れないし争いごとも好きじゃないから。
MAY_1000.OGG,でもね、だるくんはスーパーハッカーだし、おかりんの右腕だし、電話レンジちゃんだって、おかりんとだるくんの二人で作ったんだから、名前が出てこなくちゃおかしいと思うの。
MAY_1001.OGG,すずさんがいたレジスタンスを作った人の中にはオカリナとバレルタイターさんもいたんでしょう。
MAY_1002.OGG,で二千十年のアキバにいた人で。
MAY_1003.OGG,タイムマシンを独自に研究できる人で。
MAY_1004.OGG,オカリナのリーディングシュークリームを。
MAY_1005.OGG,それについて知ってる人。
MAY_1006.OGG,ねえ、ダル君ならぴったりでしょう？
MAY_1007.OGG,それにね鈴さんがお父さんと会おうとしていた日のこと覚えてる。
MAY_1008.OGG,タイムマシンオフ会に行けばお父さんに会えると思ったんだよね。
MAY_1009.OGG,ちなみにダルくんもそのオフ会に行こうとしてたでしょ？
MAY_1010.OGG,あとね、タイムマシンの名前、F G二〇四なんとかかんとかっていうんだけど、えっと、なんだっけ。
MAY_1011.OGG,それに F G はね、きっとフューチャーガジェットの略だと思うんだ。
MAY_1012.OGG,最後に名前。バレルタイターさんはね、ダルくんしか考えられないよ。
MAY_1013.OGG,バレルはね、樽って意味なんだよね、クリスちゃん。
MAY_1014.OGG,でねでね鈴さん、橋田至って十回言ってみて。
MAY_1015.OGG,言えば分かるよ。
MAY_1016.OGG,今、だいたーって聞こえなかった？
MAY_1017.OGG,橋だいたる橋だいたる橋だいたる橋だいたる。
MAY_1018.OGG,マジです。
MAY_1019.OGG,とってもお似合いの親子だと思うな。
MAY_1020.OGG,ええ、名探偵？へえ、そんなこと言われたの初めてだよ。
MAY_1021.OGG,ひいおじいちゃんらしくドーンって構えてればいいと思うよ。
MAY_1022.OGG,すずさんならね、三十五年前。
MAY_1023.OGG,ええこれもしかして鈴さん。
MAY_1024.OGG,オカリ、大丈夫?
MAY_1025.OGG,お帰り。無茶はだめだよ。
MAY_1026.OGG,おかり、Dメールを送るの。でもそうしたら全部消えちゃうんだよ。
MAY_1027.OGG,いいの？
MAY_1028.OGG,すずさんとの思い出、消えちゃうんだよ。本当にそれでいいの？
MAY_1029.OGG,気持ちいいね。
MAY_1030.OGG,ダルくんはね、メタボだからもっと運動しておくべきだと思うよ。
MAY_1031.OGG,二人ともグタグタだね。えへへ。
MAY_1032.OGG,おかり詳しいんだね。この辺来たことあるの？
MAY_1033.OGG,なんかね、今のオカリ、未来が見えてたみたいだったね。
MAY_1034.OGG,人がいないときに来るのって初めてだよ。
MAY_1035.OGG,ねえねえ、まゆしいはお腹空いちゃった。
MAY_1036.OGG,お帰り鈴さん早く早く。
MAY_1037.OGG,気持ちいいね。
MAY_1038.OGG,ダルくんはね、メタボだからもっと運動しておくべきだと思うよ。
MAY_1039.OGG,二人ともグダグダだね。えへへ。
MAY_1040.OGG,おかりん詳しいんだね。この辺来たことあるの？
MAY_1041.OGG,わー今のトラックひどいよ。
MAY_1042.OGG,人がいない時に来るのって初めてだよ。
MAY_1043.OGG,ねえねえ、まゆしーはお腹空いちゃった。
MAY_1044.OGG,気持ちいいね。
MAY_1045.OGG,ダルくんはね、メタボだからもっと運動しておくべきだと思うよ。
MAY_1046.OGG,二人ともグダグダだね。
MAY_1047.OGG,おかりんそういうこと言っちゃだめなんだよ。
MAY_1048.OGG,わあ今のトラックひどいよ。
MAY_1049.OGG,喧嘩は良くないよ。ダルくんは無事だったんだし、めでたしめでたしだよ。ね。
MAY_1050.OGG,うんそうする。
MAY_1051.OGG,ねえねえ、オカリ。
MAY_1052.OGG,なんだじゃないよ。そんなにじいって見つめられたらね、気になってマユシはソワソワしちゃうのです。
MAY_1053.OGG,うん。
MAY_1054.OGG,今日のオカリ、なんだかいつもと違うような気がするよ。
MAY_1055.OGG,うん、どうかしたの？
MAY_1056.OGG,本当に無理してない。
MAY_1057.OGG,そっか。でもね、たまにはボケーって休むことも必要なんだよ。そのことをね、忘れないでね、ほかなり。
MAY_1058.OGG,オカリ。
MAY_1059.OGG,トゥトゥルー。まさかね、本当に駅まで迎えに来てくれるなんて思わなかった。まゆしいはびっくりなのです。
MAY_1060.OGG,うん困るよね。それでねマユシーはとっても嬉しいよ。えへへ。
MAY_1061.OGG,ねえその抱えてる荷物って何?
MAY_1062.OGG,へえ、なんだかすごそうだね。でも世界線の数値って。
MAY_1063.OGG,あのね、まゆしいはおかりに愛されちゃってるね。えへへ。
MAY_1064.OGG,あのねオカリナとマユーシーは小さい頃からずっとお友達なんだよ。
MAY_1065.OGG,あーえー 今あーへー へー。
MAY_1066.OGG,萌香さん、これって。
MAY_1067.OGG,うん、あ。
MAY_1068.OGG,おっかり。
MAY_1069.OGG,ひ、痛いよ。
MAY_1070.OGG,どうしたの？あっおかりんもバナナ食べる？
MAY_1071.OGG,おかえりなさいませご主人様。
MAY_1072.OGG,ご主人様、違うよ。あのね、マユシニャンニャンだよ。
MAY_1073.OGG,あなたはフェリスちゃんのデュエルパートナーだよね。
MAY_1074.OGG,もしかしてフェリスちゃんこの人にマヨシーの本名教えちゃったの？
MAY_1075.OGG,ああ、あそっかへへ。
MAY_1076.OGG,もうフェリスちゃんお店でイチャイチャしちゃダメだよ。
MAY_1077.OGG,お。
MAY_1078.OGG,ダル？クリス？誰かな。
MAY_1079.OGG,ラブ。
MAY_1080.OGG,うんとマユシはわからないのです。ごめんね。
MAY_1081.OGG,てってるー おかえりー。
MAY_1082.OGG,えっとね、おかえりとおか凛って似てるでしょ？だからくっつけたら一粒で二度おいしいんだよ。
MAY_1083.OGG,対オカリナ専用挨拶ってことでいいんじゃないかな。
MAY_1084.OGG,うん、多分メイクいいんじゃないかな。
MAY_1085.OGG,もちろんだよ。どうして今更そんな当たり前のこと聞くの？変なおかりんだね。
MAY_1086.OGG,あのねマユシは明日からのコミマに備えてお休みをもらっているのです。
MAY_1087.OGG,お帰りー あ、いたー。
MAY_1088.OGG,御仏に御懲りに来たんだよ。
MAY_1089.OGG,あのねマユシはオカリにがっかりなのです。
MAY_1090.OGG,しらばっくれてもだめだもん。おかりんてば、るかちゃんを泣かせたでしょ。
MAY_1091.OGG,ルカちゃんに相談されたんだよ。男だったって言われたって。
MAY_1092.OGG,穂香りなんでそんな酷いこと言ったの？
MAY_1093.OGG,関係なくないよ。ルカちゃんはマユシのお友達だもん。
MAY_1094.OGG,話してくれないならねマユシはオカリント絶交だよもうラブ面もやめちゃうんだからね。
MAY_1095.OGG,ねえねえ、どうしてあんなひどいこと言ったの？
MAY_1096.OGG,何か悩みがあるんだよね。
MAY_1097.OGG,わかるよ。だってね、まゆしいは毎日おかリンのこと見てるもん。
MAY_1098.OGG,それにね昨日も外でクリスちゃんとずっと話し込んでたでしょ。
MAY_1099.OGG,悩みがあるならマユシも聞くよ。
MAY_1100.OGG,マユシーにも話してほしいな。ね、それでね、ルカちゃんに謝りに行こ。仲直りしにいこ。マユシーも一緒に行くから。
MAY_1101.OGG,お、おカリ?
MAY_1102.OGG,お帰り。
MAY_1103.OGG,どこ行くのマユシの話はねまだ終わってないよ。
MAY_1104.OGG,本当謝りに行くのだったらマユシも。
MAY_1105.OGG,ああオカリ，どうだった？
MAY_1106.OGG,ちゃんとルカちゃんに謝ってきたかな。
MAY_1107.OGG,おや。
MAY_1108.OGG,ああオカリナ壊れちゃった。
MAY_1109.OGG,何してるの。
MAY_1110.OGG,占領?
MAY_1111.OGG,オカリあいた。
MAY_1112.OGG,あのねマユシはオカリにがっかりなのです。
MAY_1113.OGG,オカリんてばルカちゃんを泣かせたでしょう。
MAY_1114.OGG,ルカちゃんに相談されたんだよ。男だったって言われたって。
MAY_1115.OGG,オカリなんでそんなひどいこと言ったの。
MAY_1116.OGG,えっそうなのあー良かったー。おかりんが謝らないって言い出したらね、まゆしーはおかりんと絶交するつもりだったんだ。
MAY_1117.OGG,クリスちゃん寝てるの？徹夜なんだから起こさないほうがいいよ。
MAY_1118.OGG,クリスチャントゥトゥル。
MAY_1119.OGG,ああ、テッテルー、おかえりー。
MAY_1120.OGG,るかちゃんとのデートはどうだった。
MAY_1121.OGG,ねえねえ、明後日のコミマ、ルカちゃんとオカリんでコスプレカップルとして出てみようって思ったりしないかな？
MAY_1122.OGG,おかりんからもね、彼氏としてルカちゃんを説得してほしいな。
MAY_1123.OGG,マユシーがどれだけお願いしてもね、ちっともオーケーしてくれないんだよ。コスプレ。
MAY_1124.OGG,でもラブラブなオカリんからお願いされたらね、きっとコロッてオッケーすると思うんだ。
MAY_1125.OGG,ええなんで。
MAY_1126.OGG,おかえり。そんなこと言うとね、ルカちゃんが悲しむよ。
MAY_1127.OGG,好きな人と一緒にいるだけでね、女の子は幸せなんだよ。満足なんだよ。
MAY_1128.OGG,男の子はそうじゃないのかな。
MAY_1129.OGG,だとしたらマユシイは寂しいです。
MAY_1130.OGG,ねえねえルカちゃんはいつから岡林のことを好きだったのかな。
MAY_1131.OGG,トゥトゥルールー おかえりルカちゃん。
MAY_1132.OGG,コミマにようこそ、だかちゃん。
MAY_1133.OGG,ゆっくりしていってね。
MAY_1134.OGG,あのねダルくんはグッズを手に入れるために並んでる最中だから抜け出せないんだって。
MAY_1135.OGG,一式り線リヒンをゲットしたら合流するかもって言ってたよ。
MAY_1136.OGG,今日はまゆしいが会場を案内してあげるよ。って言ってもね、人が多いから邪魔にならないようにしなくちゃ。
MAY_1137.OGG,まずはコスプレ会場に行って、それから中に入ろうかな。
MAY_1138.OGG,ねえねえ二人とも何が見たい？
MAY_1139.OGG,ねえねえルカちゃん、コスプレ会場に行ったらね、絶対にコスプレに対する考え方が変わるよ。
MAY_1140.OGG,恥ずかしいとかそういうのはちっともなくてね、みんなとっても楽しそうなんだから。
MAY_1141.OGG,マユシのコスを着てくれてるレイヤーさん、カエデちゃんとフブキちゃんっていうんだけど、二人のことも紹介するね。
MAY_1142.OGG,でね、できれば明日も来てほしいなあ。そしたらね、ほかりんとるかちゃんの分のコスも用意しておくから。
MAY_1143.OGG,オカリニにはね、コードジアスのゼロサムサマコスが似合うと思うんだ。
MAY_1144.OGG,オカリんが一緒ならねルカちゃんも安心してコスプレできるでしょ。
MAY_1145.OGG,どうかなあ。いいアイデアだってマユシイ的には思うんだ。
MAY_1145_2.OGG,えー、そんな。
MAY_1146.OGG,ああアオカリンごめんね起こしちゃったかな。
MAY_1147.OGG,あのねマユシイはコスを取りに来たのです。
MAY_1148.OGG,それとついでに朝ごはん。
MAY_1149.OGG,うん、誰かはね、自発でもう行っちゃったみたいだよ。
MAY_1150.OGG,ねえねえおかえり昨日ルカちゃんとどこ行ってきたの？
MAY_1151.OGG,楽しいデートはできたかなあのね昨日からルカちゃんメールに返事してくれないんだ。
MAY_1152.OGG,うんマユシはちょっと心配なのです。
MAY_1153.OGG,もしかしてまたルカちゃんのこと泣かせちゃったの？そうだとしたらね、マユシェは悲しいよ。
MAY_1154.OGG,悲しいだってねルカちゃんはマユシーのお友達だもん。
MAY_1155.OGG,うん、いるけど、どうして？
MAY_1156.OGG,本当？もちろんいいよ。
MAY_1157.OGG,ああ結局ね説得はできなかったよ。
MAY_1158.OGG,嫌がってるのに無理やり着せたりしてねトラウマになっちゃったら良くないもん。
MAY_1159.OGG,でもね、ルカちゃんにコミマに来てもらうっていうのはいいアイデアかも。
MAY_1160.OGG,そこで雰囲気を見てもらったらルカちゃんもやってみようかなって思うようになるかな。
MAY_1161.OGG,そしたら次の冬のコミマでいいからコスプレしてくれないかな。
MAY_1162.OGG,そうなってくれるといいな。
MAY_1163.OGG,ねえねえ、本当に今日ルカちゃんを連れてきてくれる?
MAY_1164.OGG,オカリもマユシの作ったコス見に来てくれる?
MAY_1165.OGG,そっかー。本当に二人に来てもらえるならね、とっても嬉しいよ。
MAY_1166.OGG,んじゃ、もう行かなきゃ。
MAY_1167.OGG,どこで待ち合わせるかはマユシーがメールするね。
MAY_1168.OGG,絶対来てね。ずっと待ってるからね。今日だけじゃなくて明日も来たいって思うように頑張って案内するから。
MAY_1169.OGG,オカリ？どうかした？
MAY_1170.OGG,うん、待ってるね。
MAY_1171.OGG,マユシイだったらいつでも何でも相談に乗るからね。
MAY_1172.OGG,じゃあ行ってきます。
MAY_1173.OGG,オカリ。
MAY_1174.OGG,来てくれたんだ。でもちょっと遅いよ。
MAY_1175.OGG,マユシはずっと待ってたのに。
MAY_1176.OGG,すごく寂しかったのです。
MAY_1177.OGG,ルカちゃんは。
MAY_1178.OGG,また泣かせちゃったの。
MAY_1179.OGG,お帰り。
MAY_1180.OGG,本当良かった。
MAY_1181.OGG,じゃあオカリナとルカちゃんは別れたりすることもないんだね。
MAY_1182.OGG,そっか、これでまゆしいは安心してコミマに集中できるよ。
MAY_1183.OGG,そうだよ三日連続なの。
MAY_1184.OGG,タル君遅いね。
MAY_1185.OGG,あのねさっき電話したらまだ近くにいるって言ってたよ。
MAY_1186.OGG,もうちょっと待ってみようよ。
MAY_1187.OGG,ねえねえ、なんとかしてルカちゃんにコスプレしてもらえないかな。
MAY_1188.OGG,うんどうやって説得すればいいんだろうね。
MAY_1189.OGG,ルカちゃんがキラリちゃんのコスプレしたらね、絶対似合うと思うんだ。
MAY_1190.OGG,ルカちゃんってね、マユシイがドキドキしちゃうくらい可愛いもん。
MAY_1191.OGG,世界中の人たちにねルカちゃんの可愛さを知ってもらいたいってオカリも思うよね。
MAY_1192.OGG,あ、それともルカちゃんは自分だけのものって思ってるのかな？でもね、独り占めはダメだよ。まゆしいだってルカちゃんにキュンキュンしたいよ。
MAY_1193.OGG,そっか、よかった。
MAY_1194.OGG,それにねルカちゃんにコスプレしてもらいたい理由はもう一つあるんだよ。
MAY_1195.OGG,ルカちゃんって普段おとなしいでしょ。あんまり自分の意見も言おうとしないし。
MAY_1196.OGG,コスプレするとね、普段の自分とは別の自分になれるんだよ。
MAY_1197.OGG,だからね、最初は恥ずかしいかもしれないけど、ルカちゃんも一度やればきっと新しいルカちゃんを見つけられると思うんだ。
MAY_1198.OGG,そしたらね、今より積極的な性格になってね、もしかするとオカリナをお尻に敷いちゃうかもしれないよ。えへへ。
MAY_1199.OGG,うん。
MAY_1200.OGG,うん。
MAY_1201.OGG,ああダーリンくん遅いよ。
MAY_1202.OGG,んじゃ、帰ろっか。
MAY_1203.OGG,風が気持ちよかったよ。
MAY_1204.OGG,おかり どうかし。
MAY_1205.OGG,うっ、うっ。ああ。
MAY_1206.OGG,ルカちゃんがキラリちゃんのコスプレしたらね、絶対似合うと思うんだ。
MAY_1207.OGG,ルカちゃんってね、マユシがドキドキしちゃうぐらい可愛いもん。
MAY_1208.OGG,ルカちゃんって普段おとなしいでしょ。あんまり自分の意見も言おうとしないし。
MAY_1209.OGG,コスプレするとね、普段の自分とは別の自分になれるんだよ。
MAY_1210.OGG,だからね最初は恥ずかしいかもしれないけどルカちゃんも一度やればきっと新しいルカちゃんを見つけられると思うんだ。
MAY_1211.OGG,そしたらね、今より積極的な性格になってね、もしかするとオカリを尻にしちゃうかもしれないよ。えへへ。
MAY_1212.OGG,あーお腹いっぱい。まゆしーは今日はほとんど何も食べてなかったから、ずっとペコペコだったんだよ。
MAY_1213.OGG,うん明日だけじゃなくて明後日もあるの。
MAY_1214.OGG,さてさて、まゆしいは明日早いからもう帰るね。
MAY_1215.OGG,ねえねえクリスチャンやオカリナはコミマ行かないの？
MAY_1216.OGG,いこうよクリスチャン。
MAY_1217.OGG,今日と比べるとね二日目はそんなに多くないよ。午後から来れば快適そのものなんだから。人気のある同人誌なんかは売り切れちゃうけどね。
MAY_1218.OGG,違うよ。まゆしいはね、おかりんの人質。
MAY_1219.OGG,なになに話ってなに？
MAY_1220.OGG,あのね最近オカリとクリスちゃん仲良しちゃんだよねいつも二人で話しこんでるもん。
MAY_1221.OGG,マユシーも秘密の会議に参加したい気持ちでいっぱいです。
MAY_1222.OGG,あうんわかったありがとうねオカリ。
MAY_1223.OGG,やっと帰ってこられた。
MAY_1224.OGG,ううんあのねラボに行こうと思ってたんだよ。
MAY_1225.OGG,特にないけどね。お帰りんと一緒に久々にのんびりしたいなあって。
